cat_periodo,sector_macro,familia_carrera,total_alumnos
2015,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1170
2015,"Ciencias Sociales, Periodismo e Información",Bibliotecología,418
2015,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,2066
2015,"Ciencias Sociales, Periodismo e Información",Comunicación Social,31
2015,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,479
2015,"Ciencias Sociales, Periodismo e Información",Geografía,1723
2015,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,5549
2015,"Ciencias Sociales, Periodismo e Información",Magister en Humanidades,22
2015,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,318
2015,"Ciencias Sociales, Periodismo e Información",Otros Técnicos de Ciencias Sociales,35
2015,"Ciencias Sociales, Periodismo e Información",Periodismo,6277
2015,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,1203
2015,"Ciencias Sociales, Periodismo e Información",Postítulo en Humanidades,43
2015,"Ciencias Sociales, Periodismo e Información",Psicología,30038
2015,"Ciencias Sociales, Periodismo e Información",Sociología,3418
2015,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,300
2015,"Ciencias Sociales, Periodismo e Información",Técnico en Comunicación Social,15
2015,Educación,Bachillerato y/o Licenciatura en Educación,473
2015,Educación,Doctorado en Educación,253
2015,Educación,Magister en Educación,8658
2015,Educación,Otros Profesionales de Educación,1
2015,Educación,Otros Técnicos de Educación,136
2015,Educación,Pedagogía en Artes y Música,3141
2015,Educación,Pedagogía en Ciencias,3071
2015,Educación,Pedagogía en Educación Básica,10938
2015,Educación,Pedagogía en Educación de Párvulos,12998
2015,Educación,Pedagogía en Educación Diferencial,15196
2015,Educación,Pedagogía en Educación Física,15277
2015,Educación,Pedagogía en Educación Media,310
2015,Educación,Pedagogía en Educación Técnico Profesional,144
2015,Educación,Pedagogía en Educación Tecnológica,20
2015,Educación,Pedagogía en Filosofía y Religión,1103
2015,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",4755
2015,Educación,Pedagogía en Idiomas,10227
2015,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",4081
2015,Educación,Pedagogía en Matemáticas y Computación,3998
2015,Educación,Postítulo en Educación,7983
2015,Educación,Programas de Formación Pedagógica,885
2015,Educación,Psicopedagogía,14340
2015,Educación,Técnico Asistente del Educador de Párvulos,15373
2015,Educación,Técnico Asistente del Educador Diferencial,7116
2015,"Ingeniería, Industria y Construcción",Arquitectura,12010
2015,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,523
2015,"Ingeniería, Industria y Construcción",Construcción Civil,10744
2015,"Ingeniería, Industria y Construcción",Diseño Industrial,1631
2015,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,58
2015,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,621
2015,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,204
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,112
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,948
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,259
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,2887
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1838
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,4
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,526
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,258
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Energía,45
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,165
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,67
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,153
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,6083
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,2570
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,140
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,237
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,26612
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,4000
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,2446
2015,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,2435
2015,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",15164
2015,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,1249
2015,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",2924
2015,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,1979
2015,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,13095
2015,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,5849
2015,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,1494
2015,"Ingeniería, Industria y Construcción",Ingeniería en Energía,5
2015,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,91
2015,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,17
2015,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,10711
2015,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,277
2015,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,2002
2015,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,1080
2015,"Ingeniería, Industria y Construcción",Ingeniería en Minas,5966
2015,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,94
2015,"Ingeniería, Industria y Construcción",Ingeniería en Química,1358
2015,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,441
2015,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,998
2015,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,1689
2015,"Ingeniería, Industria y Construcción",Ingeniería Industrial,7666
2015,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,6907
2015,"Ingeniería, Industria y Construcción",Ingeniería Naval,235
2015,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,411
2015,"Ingeniería, Industria y Construcción",Magister en Tecnología,2933
2015,"Ingeniería, Industria y Construcción",Otras Ingenierías,306
2015,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,1233
2015,"Ingeniería, Industria y Construcción",Otros Profesionales de Arte y Arquitectura,1
2015,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,1142
2015,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,148
2015,"Ingeniería, Industria y Construcción",Paisajismo,119
2015,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,25
2015,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,523
2015,"Ingeniería, Industria y Construcción",Química Industrial,264
2015,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,74
2015,"Ingeniería, Industria y Construcción",Técnico en Alimentos,990
2015,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,67
2015,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,16260
2015,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1949
2015,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,274
2015,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,147
2015,"Ingeniería, Industria y Construcción",Técnico en Diseño Industrial,70
2015,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,10300
2015,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,1644
2015,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1143
2015,"Ingeniería, Industria y Construcción",Técnico en Energía,333
2015,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,8
2015,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",4540
2015,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,5960
2015,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,13311
2015,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,2146
2015,"Ingeniería, Industria y Construcción",Técnico en Mecatrónica,44
2015,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),163
2015,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,588
2015,"Ingeniería, Industria y Construcción",Técnico en Minería,9869
2015,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,613
2015,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,88
2015,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,95
2015,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,438
2015,"Ingeniería, Industria y Construcción",Técnico en Telecomunicaciones,2621
2015,"Ingeniería, Industria y Construcción",Técnico en Topografía,3046
2015,"Ingeniería, Industria y Construcción",Técnico en Vitivinicultura y/o Enología,124
2015,Salud y Bienestar,Bachillerato y/o Licenciatura en Salud,745
2015,Salud y Bienestar,Doctorado en Salud,433
2015,Salud y Bienestar,Enfermería,40906
2015,Salud y Bienestar,Fonoaudiología,12687
2015,Salud y Bienestar,Kinesiología,23382
2015,Salud y Bienestar,Magister en Ciencias Sociales,231
2015,Salud y Bienestar,Magister en Salud,2570
2015,Salud y Bienestar,Medicina,14018
2015,Salud y Bienestar,Naturopatía,235
2015,Salud y Bienestar,Nutrición y Dietética,15561
2015,Salud y Bienestar,Obstetricia y Puericultura,6394
2015,Salud y Bienestar,Odontología,14519
2015,Salud y Bienestar,Orientación Familiar y Relaciones Humanas,326
2015,Salud y Bienestar,Otros Profesionales de Salud,111
2015,Salud y Bienestar,Otros Técnicos de Ciencias Sociales,1163
2015,Salud y Bienestar,Otros Técnicos de Salud,582
2015,Salud y Bienestar,Postítulo en Ciencias Sociales,558
2015,Salud y Bienestar,Postítulo en Salud,6378
2015,Salud y Bienestar,Química y Farmacia,4461
2015,Salud y Bienestar,Técnico Dental y Asistente de Odontología,6605
2015,Salud y Bienestar,Técnico en Arsenaleria Quirúrgica,60
2015,Salud y Bienestar,Técnico en Enfermería,51976
2015,Salud y Bienestar,Técnico en Farmacia,471
2015,Salud y Bienestar,Técnico en Laboratorio Clínico,2641
2015,Salud y Bienestar,Técnico en Masoterapia,2151
2015,Salud y Bienestar,Técnico en Nutrición y Dietética,829
2015,Salud y Bienestar,Técnico en Óptica,61
2015,Salud y Bienestar,Técnico en Podología,1238
2015,Salud y Bienestar,Técnico en Prevención y Rehabilitación,377
2015,Salud y Bienestar,Técnico en Radiología y Radioterapia,709
2015,Salud y Bienestar,Técnico en Servicio Social,9527
2015,Salud y Bienestar,Técnico en Terapias Naturales y Naturopatía,1018
2015,Salud y Bienestar,Técnico Laboratorista Dental,1176
2015,Salud y Bienestar,Tecnología Médica,10657
2015,Salud y Bienestar,Terapia Ocupacional,9024
2015,Salud y Bienestar,Trabajo Social,24578
2015,Servicios,Administración Gastronómica,4190
2015,Servicios,Administración Turística y Hotelera,5187
2015,Servicios,Ingeniería en Prevención de Riesgos,35155
2015,Servicios,Ingeniería en Seguridad Privada,393
2015,Servicios,Ingeniería en Transporte y Tránsito,243
2015,Servicios,Ingeniería Marina y Marítimo Portuaria,431
2015,Servicios,Magister en Administración y Comercio,26
2015,Servicios,Magister en Educación,421
2015,Servicios,Magister en Tecnología,84
2015,Servicios,Otras Ingenierías,139
2015,Servicios,Otras Ingenierías Civiles,167
2015,Servicios,Otros Profesionales de Arte y Arquitectura,487
2015,Servicios,Otros Profesionales de Educación,1063
2015,Servicios,Otros Profesionales de Tecnología,103
2015,Servicios,Otros Técnicos de Tecnología,63
2015,Servicios,Postítulo en Administración y Comercio,37
2015,Servicios,Postítulo en Educación,29
2015,Servicios,Postítulo en Tecnología,313
2015,Servicios,"Técnico en Deporte, Recreación y Preparación Física",10558
2015,Servicios,Técnico en Gastronomía y Cocina,10836
2015,Servicios,Técnico en Peluquería y Estética,2327
2015,Servicios,Técnico en Prevención de Riesgos,40532
2015,Servicios,Técnico en Seguridad Privada,37
2015,Servicios,Técnico en Transporte Marítimo y Puertos,222
2015,Servicios,Técnico en Turismo y Hotelería,5971
2015,Tecnología de la Información y la Comunicación (TIC),Doctorado en Tecnología,81
2015,Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,7428
2015,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Computación e Informática,18224
2015,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Conectividad y Redes,2319
2015,Tecnología de la Información y la Comunicación (TIC),Magister en Tecnología,617
2015,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías,149
2015,Tecnología de la Información y la Comunicación (TIC),Otros Profesionales de Tecnología,617
2015,Tecnología de la Información y la Comunicación (TIC),Postítulo en Tecnología,254
2015,Tecnología de la Información y la Comunicación (TIC),Técnico en Administración de Redes y Soporte,3922
2015,Tecnología de la Información y la Comunicación (TIC),Técnico en Análisis de Sistemas,419
2015,Tecnología de la Información y la Comunicación (TIC),Técnico en Computación e Informática,11771
2015,Tecnología de la Información y la Comunicación (TIC),"Técnico en Producción, Desarrollo y Diseño Web",227
2016,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,35218
2016,Administración de Empresas y Derecho,Administración Pública,5061
2016,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,25
2016,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Derecho,41
2016,Administración de Empresas y Derecho,Contador Auditor,23426
2016,Administración de Empresas y Derecho,Derecho,38601
2016,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,75
2016,Administración de Empresas y Derecho,Doctorado en Derecho,180
2016,Administración de Empresas y Derecho,Ingeniería Comercial,44043
2016,Administración de Empresas y Derecho,Ingeniería en Administración Jurídica,8
2016,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,2477
2016,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,2903
2016,Administración de Empresas y Derecho,Ingeniería en Finanzas,1370
2016,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,1278
2016,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,104
2016,Administración de Empresas y Derecho,Ingeniería en Logística,1188
2016,Administración de Empresas y Derecho,Ingeniería en Marketing,2147
2016,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,5995
2016,Administración de Empresas y Derecho,Magister en Administración y Comercio,11765
2016,Administración de Empresas y Derecho,Magister en Ciencias Sociales,305
2016,Administración de Empresas y Derecho,Magister en Derecho,2539
2016,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,58
2016,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,42
2016,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,255
2016,Administración de Empresas y Derecho,Otros Técnicos de Ciencias Sociales,15
2016,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,2666
2016,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,57
2016,Administración de Empresas y Derecho,Postítulo en Derecho,667
2016,Administración de Empresas y Derecho,Publicidad,4092
2016,Administración de Empresas y Derecho,Relaciones Públicas,1757
2016,Administración de Empresas y Derecho,Secretariado Bilingüe,1240
2016,Administración de Empresas y Derecho,Secretariado Computacional,190
2016,Administración de Empresas y Derecho,Secretariado Ejecutivo,254
2016,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,319
2016,Administración de Empresas y Derecho,Técnico en Administración de Empresas,41618
2016,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,7886
2016,Administración de Empresas y Derecho,Técnico en Administración de Ventas,729
2016,Administración de Empresas y Derecho,Técnico en Administración en Marketing,204
2016,Administración de Empresas y Derecho,Técnico en Administración Financiera y Finanzas,4760
2016,Administración de Empresas y Derecho,Técnico en Administración Pública o Municipal,1400
2016,Administración de Empresas y Derecho,Técnico en Comercio Exterior,2949
2016,Administración de Empresas y Derecho,Técnico en Contabilidad Computacional,42
2016,Administración de Empresas y Derecho,Técnico en Contabilidad General,9843
2016,Administración de Empresas y Derecho,Técnico en Contabilidad Tributaria,2
2016,Administración de Empresas y Derecho,Técnico en Gestión y Control de Calidad,206
2016,Administración de Empresas y Derecho,Técnico en Logística,4602
2016,Administración de Empresas y Derecho,Técnico en Producción de Eventos,644
2016,Administración de Empresas y Derecho,Técnico en Publicidad,173
2016,Administración de Empresas y Derecho,Técnico en Relaciones Públicas,1172
2016,Administración de Empresas y Derecho,Técnico Jurídico,2788
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Agronomía,6713
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Doctorado en Agropecuaria,366
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Agrícola,2571
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería de Ejecución Forestal,1
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Acuicultura y Pesca,229
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Vitivinicultura,33
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Forestal,669
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Administración y Comercio,48
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Agropecuaria,538
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Medicina Veterinaria,8676
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Postítulo en Agropecuaria,108
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Agropecuario,4748
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Acuicultura y Pesca,337
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Vitivinicultura y/o Enología,99
2016,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Veterinario,1863
2016,Artes y Humanidades,Actuación y Teatro,2007
2016,Artes y Humanidades,Animación Digital,1052
2016,Artes y Humanidades,Arqueología,196
2016,Artes y Humanidades,Artes y Licenciatura en Artes,2942
2016,Artes y Humanidades,Bachillerato y/o Licenciatura en Humanidades,940
2016,Artes y Humanidades,Comunicación Audiovisual y/o Multimedia,2795
2016,Artes y Humanidades,Diseño,4338
2016,Artes y Humanidades,Diseño de Ambientes e Interiores,754
2016,Artes y Humanidades,Diseño de Vestuario,1633
2016,Artes y Humanidades,Diseño Gráfico,7191
2016,Artes y Humanidades,Diseño Teatral,111
2016,Artes y Humanidades,Doctorado en Arte y Arquitectura,20
2016,Artes y Humanidades,Doctorado en Ciencias Sociales,116
2016,Artes y Humanidades,Doctorado en Humanidades,620
2016,Artes y Humanidades,Filosofía,551
2016,Artes y Humanidades,Fotografía,559
2016,Artes y Humanidades,Historia,1746
2016,Artes y Humanidades,Licenciatura en Letras y Literatura,1997
2016,Artes y Humanidades,Magister en Arte y Arquitectura,762
2016,Artes y Humanidades,Magister en Ciencias Sociales,388
2016,Artes y Humanidades,Magister en Humanidades,1024
2016,Artes y Humanidades,"Música, Canto o Danza",3845
2016,Artes y Humanidades,Otros Profesionales de Arte y Arquitectura,325
2016,Artes y Humanidades,Otros Profesionales de Humanidades,126
2016,Artes y Humanidades,Otros Técnicos de Arte y Arquitectura,1010
2016,Artes y Humanidades,Otros Técnicos de Humanidades,10
2016,Artes y Humanidades,Postítulo en Arte y Arquitectura,145
2016,Artes y Humanidades,Postítulo en Ciencias Sociales,52
2016,Artes y Humanidades,Postítulo en Humanidades,396
2016,Artes y Humanidades,Realizador de Cine y Televisión,1061
2016,Artes y Humanidades,Técnico en Ambientes e Interiores,174
2016,Artes y Humanidades,Técnico en Comunicación Audiovisual,1542
2016,Artes y Humanidades,Técnico en Diseño de Vestuario,263
2016,Artes y Humanidades,Técnico en Diseño Gráfico,1633
2016,Artes y Humanidades,Técnico en Fotografía,714
2016,Artes y Humanidades,Técnico en Producción de Videojuegos,28
2016,Artes y Humanidades,Técnico en Producción Gráfica y Multimedia,718
2016,Artes y Humanidades,Técnico en Sonido,1755
2016,Artes y Humanidades,Técnico en Teatro,3
2016,Artes y Humanidades,Técnico en Traducción e Interpretariado,1019
2016,Artes y Humanidades,Traducción e Interpretación,4224
2016,"Ciencias naturales, matemáticas y estadística",Analista Químico,426
2016,"Ciencias naturales, matemáticas y estadística",Bachillerato y/o Licenciatura en Ciencias Básicas,4542
2016,"Ciencias naturales, matemáticas y estadística",Biología,914
2016,"Ciencias naturales, matemáticas y estadística",Biología Marina y Ecología Marina,1095
2016,"Ciencias naturales, matemáticas y estadística",Bioquímica,1959
2016,"Ciencias naturales, matemáticas y estadística",Biotecnología,372
2016,"Ciencias naturales, matemáticas y estadística",Doctorado en Ciencias Básicas,1954
2016,"Ciencias naturales, matemáticas y estadística",Doctorado en Tecnología,186
2016,"Ciencias naturales, matemáticas y estadística",Física y Astronomía,1391
2016,"Ciencias naturales, matemáticas y estadística",Geología,3710
2016,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil en Geomática y Geomensura,62
2016,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil Matemática y Estadística,433
2016,"Ciencias naturales, matemáticas y estadística",Ingeniería en Geomensura y Cartografía,1417
2016,"Ciencias naturales, matemáticas y estadística",Ingeniería en Matemática y Estadística,680
2016,"Ciencias naturales, matemáticas y estadística",Ingeniería en Recursos Renovables,1245
2016,"Ciencias naturales, matemáticas y estadística",Magister en Ciencias Básicas,1483
2016,"Ciencias naturales, matemáticas y estadística",Magister en Tecnología,453
2016,"Ciencias naturales, matemáticas y estadística",Matemática y/o Estadística,514
2016,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías,243
2016,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías Civiles,9
2016,"Ciencias naturales, matemáticas y estadística",Otros Profesionales de Ciencias Básicas,57
2016,"Ciencias naturales, matemáticas y estadística",Otros Técnicos de Ciencias Básicas,50
2016,"Ciencias naturales, matemáticas y estadística",Postítulo en Ciencias Básicas,62
2016,"Ciencias naturales, matemáticas y estadística",Postítulo en Tecnología,13
2016,"Ciencias naturales, matemáticas y estadística",Química Ambiental,293
2016,"Ciencias naturales, matemáticas y estadística","Química, Licenciado en Química",842
2016,"Ciencias naturales, matemáticas y estadística",Técnico en Geología,1003
2016,"Ciencias naturales, matemáticas y estadística",Técnico en Geominería,435
2016,"Ciencias naturales, matemáticas y estadística",Técnico en Medio Ambiente (Control y Gestión),188
2016,"Ciencias naturales, matemáticas y estadística",Técnico en Química (Análisis e Industrial),1160
2016,"Ciencias Sociales, Periodismo e Información",Antropología,1975
2016,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1288
2016,"Ciencias Sociales, Periodismo e Información",Bibliotecología,498
2016,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,2028
2016,"Ciencias Sociales, Periodismo e Información",Comunicación Social,1
2016,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,511
2016,"Ciencias Sociales, Periodismo e Información",Geografía,1831
2016,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,5950
2016,"Ciencias Sociales, Periodismo e Información",Magister en Humanidades,19
2016,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,300
2016,"Ciencias Sociales, Periodismo e Información",Otros Técnicos de Ciencias Sociales,16
2016,"Ciencias Sociales, Periodismo e Información",Periodismo,6722
2016,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,1275
2016,"Ciencias Sociales, Periodismo e Información",Postítulo en Humanidades,31
2016,"Ciencias Sociales, Periodismo e Información",Psicología,31834
2016,"Ciencias Sociales, Periodismo e Información",Sociología,3407
2016,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,315
2016,"Ciencias Sociales, Periodismo e Información",Técnico en Comunicación Social,16
2016,Educación,Bachillerato y/o Licenciatura en Educación,806
2016,Educación,Doctorado en Educación,239
2016,Educación,Magister en Educación,9041
2016,Educación,Otros Técnicos de Educación,371
2016,Educación,Pedagogía en Artes y Música,3068
2016,Educación,Pedagogía en Ciencias,2900
2016,Educación,Pedagogía en Educación Básica,9593
2016,Educación,Pedagogía en Educación de Párvulos,12354
2016,Educación,Pedagogía en Educación Diferencial,16092
2016,Educación,Pedagogía en Educación Física,14261
2016,Educación,Pedagogía en Educación Media,211
2016,Educación,Pedagogía en Educación Técnico Profesional,176
2016,Educación,Pedagogía en Educación Tecnológica,7
2016,Educación,Pedagogía en Filosofía y Religión,1092
2016,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",4335
2016,Educación,Pedagogía en Idiomas,9601
2016,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",3926
2016,Educación,Pedagogía en Matemáticas y Computación,3754
2016,Educación,Postítulo en Educación,6437
2016,Educación,Programas de Formación Pedagógica,872
2016,Educación,Psicopedagogía,13914
2016,Educación,Técnico Asistente del Educador de Párvulos,19048
2016,Educación,Técnico Asistente del Educador Diferencial,7792
2016,"Ingeniería, Industria y Construcción",Arquitectura,12245
2016,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,477
2016,"Ingeniería, Industria y Construcción",Construcción Civil,11563
2016,"Ingeniería, Industria y Construcción",Diseño Industrial,1622
2016,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,82
2016,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,685
2016,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,241
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,134
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,942
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,259
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,2996
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1849
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,2
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,540
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,253
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Energía,52
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,133
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,76
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,157
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,5973
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,2799
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,115
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,225
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,27462
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,4277
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,2472
2016,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,2477
2016,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",15271
2016,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,1144
2016,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",2999
2016,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,1854
2016,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,13505
