cat_periodo,sector_macro,familia_carrera,total_alumnos
2007,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,13406
2007,Administración de Empresas y Derecho,Administración Pública,1951
2007,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,150
2007,Administración de Empresas y Derecho,Comunicación Empresarial y Organizacional,148
2007,Administración de Empresas y Derecho,Contador Auditor,17607
2007,Administración de Empresas y Derecho,Criminalística,8529
2007,Administración de Empresas y Derecho,Derecho,32980
2007,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,83
2007,Administración de Empresas y Derecho,Doctorado en Derecho,104
2007,Administración de Empresas y Derecho,Ingeniería Comercial,25180
2007,Administración de Empresas y Derecho,Ingeniería en Administración Jurídica,17
2007,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,1986
2007,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,1080
2007,Administración de Empresas y Derecho,Ingeniería en Finanzas,471
2007,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,369
2007,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,253
2007,Administración de Empresas y Derecho,Ingeniería en Logística,389
2007,Administración de Empresas y Derecho,Ingeniería en Marketing,623
2007,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,844
2007,Administración de Empresas y Derecho,Magister en Administración y Comercio,5039
2007,Administración de Empresas y Derecho,Magister en Ciencias Sociales,244
2007,Administración de Empresas y Derecho,Magister en Derecho,850
2007,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,155
2007,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,13
2007,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,9
2007,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,817
2007,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,25
2007,Administración de Empresas y Derecho,Postítulo en Derecho,239
2007,Administración de Empresas y Derecho,Publicidad,6042
2007,Administración de Empresas y Derecho,Relaciones Públicas,3130
2007,Administración de Empresas y Derecho,Secretariado Bilingüe,1415
2007,Administración de Empresas y Derecho,Secretariado Computacional,929
2007,Administración de Empresas y Derecho,Secretariado Ejecutivo,1053
2007,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,823
2007,Administración de Empresas y Derecho,Técnico en Administración de Empresas,11461
2007,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,1038
2007,Administración de Empresas y Derecho,Técnico en Administración de Ventas,474
2007,Administración de Empresas y Derecho,Técnico en Administración en Marketing,103
2007,Administración de Empresas y Derecho,Técnico en Administración Financiera y Finanzas,2355
2007,Administración de Empresas y Derecho,Técnico en Administración Pública o Municipal,395
2007,Administración de Empresas y Derecho,Técnico en Comercio Exterior,3359
2007,Administración de Empresas y Derecho,Técnico en Contabilidad Computacional,337
2007,Administración de Empresas y Derecho,Técnico en Contabilidad General,3616
2007,Administración de Empresas y Derecho,Técnico en Contabilidad Tributaria,38
2007,Administración de Empresas y Derecho,Técnico en Gestión Previsional,28
2007,Administración de Empresas y Derecho,Técnico en Gestión y Control de Calidad,199
2007,Administración de Empresas y Derecho,Técnico en Logística,921
2007,Administración de Empresas y Derecho,Técnico en Producción de Eventos,623
2007,Administración de Empresas y Derecho,Técnico en Publicidad,191
2007,Administración de Empresas y Derecho,Técnico en Relaciones Públicas,773
2007,Administración de Empresas y Derecho,Técnico Jurídico,11594
2007,Administración de Empresas y Derecho,"Técnico Perito Judicial, Forense o en Criminalística",9157
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Agronomía,8232
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Doctorado en Agropecuaria,224
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Agrícola,1763
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería de Ejecución Forestal,108
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Acuicultura y Pesca,1983
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Vitivinicultura,23
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Forestal,1691
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Administración y Comercio,17
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Agropecuaria,436
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Medicina Veterinaria,9101
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Otros Técnicos de Administración y Comercio,26
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Postítulo en Agropecuaria,16
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Agropecuario,2460
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Acuicultura y Pesca,840
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Vitivinicultura y/o Enología,340
2007,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Veterinario,812
2007,Artes y Humanidades,Actuación y Teatro,3057
2007,Artes y Humanidades,Animación Digital,222
2007,Artes y Humanidades,Arqueología,142
2007,Artes y Humanidades,Artes y Licenciatura en Artes,3444
2007,Artes y Humanidades,Bachillerato y/o Licenciatura en Humanidades,1075
2007,Artes y Humanidades,Comunicación Audiovisual y/o Multimedia,3463
2007,Artes y Humanidades,Diseño,4898
2007,Artes y Humanidades,Diseño de Ambientes e Interiores,1237
2007,Artes y Humanidades,Diseño de Vestuario,1513
2007,Artes y Humanidades,Diseño Gráfico,8130
2007,Artes y Humanidades,Diseño Teatral,44
2007,Artes y Humanidades,Doctorado en Ciencias Sociales,75
2007,Artes y Humanidades,Doctorado en Humanidades,338
2007,Artes y Humanidades,Filosofía,528
2007,Artes y Humanidades,Fotografía,765
2007,Artes y Humanidades,Historia,2341
2007,Artes y Humanidades,Licenciatura en Letras y Literatura,1537
2007,Artes y Humanidades,Magister en Arte y Arquitectura,171
2007,Artes y Humanidades,Magister en Ciencias Sociales,280
2007,Artes y Humanidades,Magister en Humanidades,797
2007,Artes y Humanidades,"Música, Canto o Danza",2279
2007,Artes y Humanidades,Otros Profesionales de Arte y Arquitectura,64
2007,Artes y Humanidades,Otros Profesionales de Humanidades,332
2007,Artes y Humanidades,Otros Técnicos de Arte y Arquitectura,521
2007,Artes y Humanidades,Otros Técnicos de Humanidades,15
2007,Artes y Humanidades,Postítulo en Arte y Arquitectura,196
2007,Artes y Humanidades,Postítulo en Humanidades,400
2007,Artes y Humanidades,Realizador de Cine y Televisión,821
2007,Artes y Humanidades,Técnico en Ambientes e Interiores,177
2007,Artes y Humanidades,Técnico en Comunicación Audiovisual,1029
2007,Artes y Humanidades,Técnico en Diseño de Vestuario,341
2007,Artes y Humanidades,Técnico en Diseño Gráfico,1480
2007,Artes y Humanidades,Técnico en Fotografía,380
2007,Artes y Humanidades,Técnico en Producción Gráfica y Multimedia,769
2007,Artes y Humanidades,Técnico en Sonido,1767
2007,Artes y Humanidades,Técnico en Teatro,67
2007,Artes y Humanidades,Técnico en Traducción e Interpretariado,1334
2007,Artes y Humanidades,Traducción e Interpretación,3112
2007,"Ciencias naturales, matemáticas y estadística",Analista Químico,513
2007,"Ciencias naturales, matemáticas y estadística",Bachillerato y/o Licenciatura en Ciencias Básicas,2768
2007,"Ciencias naturales, matemáticas y estadística",Biología,1540
2007,"Ciencias naturales, matemáticas y estadística",Biología Marina y Ecología Marina,1532
2007,"Ciencias naturales, matemáticas y estadística",Bioquímica,1732
2007,"Ciencias naturales, matemáticas y estadística",Biotecnología,196
2007,"Ciencias naturales, matemáticas y estadística",Doctorado en Ciencias Básicas,1201
2007,"Ciencias naturales, matemáticas y estadística",Doctorado en Tecnología,63
2007,"Ciencias naturales, matemáticas y estadística",Física y Astronomía,1023
2007,"Ciencias naturales, matemáticas y estadística",Geología,780
2007,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil en Geomática y Geomensura,8
2007,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil Matemática y Estadística,221
2007,"Ciencias naturales, matemáticas y estadística",Ingeniería en Geomensura y Cartografía,826
2007,"Ciencias naturales, matemáticas y estadística",Ingeniería en Matemática y Estadística,859
2007,"Ciencias naturales, matemáticas y estadística",Ingeniería en Recursos Renovables,424
2007,"Ciencias naturales, matemáticas y estadística",Magister en Ciencias Básicas,598
2007,"Ciencias naturales, matemáticas y estadística",Magister en Tecnología,242
2007,"Ciencias naturales, matemáticas y estadística",Matemática y/o Estadística,1087
2007,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías,236
2007,"Ciencias naturales, matemáticas y estadística",Otros Profesionales de Ciencias Básicas,322
2007,"Ciencias naturales, matemáticas y estadística",Postítulo en Ciencias Básicas,69
2007,"Ciencias naturales, matemáticas y estadística",Química Ambiental,186
2007,"Ciencias naturales, matemáticas y estadística","Química, Licenciado en Química",1048
2007,"Ciencias naturales, matemáticas y estadística",Técnico en Geología,26
2007,"Ciencias naturales, matemáticas y estadística",Técnico en Geomensura,4
2007,"Ciencias naturales, matemáticas y estadística",Técnico en Geominería,36
2007,"Ciencias naturales, matemáticas y estadística",Técnico en Medio Ambiente (Control y Gestión),252
2007,"Ciencias naturales, matemáticas y estadística",Técnico en Química (Análisis e Industrial),1262
2007,"Ciencias Sociales, Periodismo e Información",Antropología,1313
2007,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1446
2007,"Ciencias Sociales, Periodismo e Información",Bibliotecología,371
2007,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,1665
2007,"Ciencias Sociales, Periodismo e Información",Comunicación Social,293
2007,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,115
2007,"Ciencias Sociales, Periodismo e Información",Geografía,1044
2007,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,3079
2007,"Ciencias Sociales, Periodismo e Información",Magister en Humanidades,1
2007,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,82
2007,"Ciencias Sociales, Periodismo e Información",Periodismo,8129
2007,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,343
2007,"Ciencias Sociales, Periodismo e Información",Psicología,23937
2007,"Ciencias Sociales, Periodismo e Información",Sociología,3358
2007,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,227
2007,"Ciencias Sociales, Periodismo e Información",Técnico en Comunicación Social,41
2007,Educación,Bachillerato y/o Licenciatura en Educación,779
2007,Educación,Doctorado en Educación,167
2007,Educación,Magister en Educación,2947
2007,Educación,Otros Técnicos de Educación,39
2007,Educación,Pedagogía en Artes y Música,2932
2007,Educación,Pedagogía en Ciencias,4097
2007,Educación,Pedagogía en Educación Básica,29115
2007,Educación,Pedagogía en Educación de Párvulos,14716
2007,Educación,Pedagogía en Educación Diferencial,6021
2007,Educación,Pedagogía en Educación Física,16237
2007,Educación,Pedagogía en Educación Media,323
2007,Educación,Pedagogía en Educación Técnico Profesional,665
2007,Educación,Pedagogía en Educación Tecnológica,192
2007,Educación,Pedagogía en Filosofía y Religión,1837
2007,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",6126
2007,Educación,Pedagogía en Idiomas,9984
2007,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",4064
2007,Educación,Pedagogía en Matemáticas y Computación,3593
2007,Educación,Postítulo en Educación,3045
2007,Educación,Programas de Formación Pedagógica,400
2007,Educación,Psicopedagogía,5084
2007,Educación,Técnico Asistente del Educador de Párvulos,1989
2007,Educación,Técnico Asistente del Educador Diferencial,1755
2007,"Ingeniería, Industria y Construcción",Arquitectura,12784
2007,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,490
2007,"Ingeniería, Industria y Construcción",Construcción Civil,4156
2007,"Ingeniería, Industria y Construcción",Diseño Industrial,1927
2007,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,30
2007,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,343
2007,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,649
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,212
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,754
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,269
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,1667
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1850
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,19
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,150
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,184
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,173
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,126
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,111
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,798
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,1688
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,271
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,259
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,16250
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,2149
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,939
2007,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,1370
2007,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",10978
2007,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,2238
2007,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",1801
2007,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,1475
2007,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,8749
2007,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,3365
2007,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,2684
2007,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,274
2007,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,422
2007,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,7073
2007,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,146
2007,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,2102
2007,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,549
2007,"Ingeniería, Industria y Construcción",Ingeniería en Minas,1190
2007,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,72
2007,"Ingeniería, Industria y Construcción",Ingeniería en Química,1021
2007,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,295
2007,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,1320
2007,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,286
2007,"Ingeniería, Industria y Construcción",Ingeniería en Telemática,163
2007,"Ingeniería, Industria y Construcción",Ingeniería Industrial,5385
2007,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,4398
2007,"Ingeniería, Industria y Construcción",Ingeniería Naval,278
2007,"Ingeniería, Industria y Construcción",Ingeniería Textil,8
2007,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,159
2007,"Ingeniería, Industria y Construcción",Magister en Tecnología,1410
2007,"Ingeniería, Industria y Construcción",Otras Ingenierías,604
2007,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,727
2007,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,911
2007,"Ingeniería, Industria y Construcción",Otros Técnicos de Arte y Arquitectura,42
2007,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,139
2007,"Ingeniería, Industria y Construcción",Paisajismo,165
2007,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,37
2007,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,30
2007,"Ingeniería, Industria y Construcción",Química Industrial,359
2007,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,229
2007,"Ingeniería, Industria y Construcción",Técnico en Alimentos,484
2007,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,175
2007,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,6175
2007,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1562
2007,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,455
2007,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,142
2007,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,2586
2007,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,446
2007,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1619
2007,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,215
2007,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",1884
2007,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,1567
2007,"Ingeniería, Industria y Construcción",Técnico en Matriceria,79
2007,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,6222
2007,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,1175
2007,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),91
2007,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,157
2007,"Ingeniería, Industria y Construcción",Técnico en Minería,230
2007,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,435
2007,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,86
2007,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,139
2007,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,380
2007,"Ingeniería, Industria y Construcción",Técnico en Telecomunicaciones,422
2007,"Ingeniería, Industria y Construcción",Técnico en Topografía,844
2007,"Ingeniería, Industria y Construcción",Técnico en Vitivinicultura y/o Enología,100
2007,Salud y Bienestar,Bachillerato y/o Licenciatura en Salud,115
2007,Salud y Bienestar,Doctorado en Salud,246
2007,Salud y Bienestar,Enfermería,15379
2007,Salud y Bienestar,Fonoaudiología,4423
2007,Salud y Bienestar,Kinesiología,16023
2007,Salud y Bienestar,Magister en Ciencias Sociales,114
2007,Salud y Bienestar,Magister en Salud,837
2007,Salud y Bienestar,Medicina,10168
2007,Salud y Bienestar,Naturopatía,141
2007,Salud y Bienestar,Nutrición y Dietética,5773
2007,Salud y Bienestar,Obstetricia y Puericultura,2715
2007,Salud y Bienestar,Odontología,8314
2007,Salud y Bienestar,Orientación Familiar y Relaciones Humanas,193
2007,Salud y Bienestar,Otros Profesionales de Ciencias Sociales,76
2007,Salud y Bienestar,Otros Profesionales de Salud,102
2007,Salud y Bienestar,Otros Técnicos de Ciencias Sociales,524
2007,Salud y Bienestar,Otros Técnicos de Salud,455
2007,Salud y Bienestar,Postítulo en Ciencias Sociales,302
2007,Salud y Bienestar,Postítulo en Salud,2141
2007,Salud y Bienestar,Química y Farmacia,3892
2007,Salud y Bienestar,Técnico Dental y Asistente de Odontología,1594
2007,Salud y Bienestar,Técnico en Arsenaleria Quirúrgica,673
2007,Salud y Bienestar,Técnico en Enfermería,20877
2007,Salud y Bienestar,Técnico en Farmacia,109
2007,Salud y Bienestar,Técnico en Ginecología y Obstetricia,723
2007,Salud y Bienestar,Técnico en Laboratorio Clínico,895
2007,Salud y Bienestar,Técnico en Masoterapia,154
2007,Salud y Bienestar,Técnico en Nutrición y Dietética,65
2007,Salud y Bienestar,Técnico en Óptica,92
2007,Salud y Bienestar,Técnico en Podología,601
2007,Salud y Bienestar,Técnico en Prevención y Rehabilitación,366
2007,Salud y Bienestar,Técnico en Radiología y Radioterapia,585
2007,Salud y Bienestar,Técnico en Servicio Social,1294
2007,Salud y Bienestar,Técnico en Terapias Naturales y Naturopatía,158
2007,Salud y Bienestar,Técnico Laboratorista Dental,1969
2007,Salud y Bienestar,Tecnología Médica,5107
2007,Salud y Bienestar,Terapia Ocupacional,1781
2007,Salud y Bienestar,Trabajo Social,15655
2007,Servicios,Administración Gastronómica,2669
2007,Servicios,Administración Turística y Hotelera,4482
2007,Servicios,Ingeniería en Prevención de Riesgos,8934
2007,Servicios,Ingeniería en Seguridad Privada,56
2007,Servicios,Ingeniería en Transporte y Tránsito,314
2007,Servicios,Ingeniería Marina y Marítimo Portuaria,444
2007,Servicios,Magister en Administración y Comercio,2
2007,Servicios,Magister en Educación,60
2007,Servicios,Magister en Tecnología,26
2007,Servicios,Otras Ingenierías,229
2007,Servicios,Otros Profesionales de Educación,616
2007,Servicios,Otros Profesionales de Tecnología,96
2007,Servicios,Otros Técnicos de Tecnología,66
2007,Servicios,Postítulo en Administración y Comercio,36
2007,Servicios,Postítulo en Tecnología,36
2007,Servicios,"Técnico en Deporte, Recreación y Preparación Física",5004
2007,Servicios,Técnico en Gastronomía y Cocina,8006
2007,Servicios,Técnico en Peluquería y Estética,249
2007,Servicios,Técnico en Prevención de Riesgos,5294
2007,Servicios,Técnico en Seguridad Privada,1
2007,Servicios,Técnico en Transporte Marítimo y Puertos,297
2007,Servicios,Técnico en Turismo y Hotelería,4871
2007,Tecnología de la Información y la Comunicación (TIC),Bachillerato y/o Licenciatura en Tecnología,20
2007,Tecnología de la Información y la Comunicación (TIC),Doctorado en Tecnología,40
2007,Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,6435
2007,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Computación e Informática,17086
2007,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Conectividad y Redes,1797
2007,Tecnología de la Información y la Comunicación (TIC),Magister en Tecnología,355
2007,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías,147
2007,Tecnología de la Información y la Comunicación (TIC),Otros Profesionales de Tecnología,739
2007,Tecnología de la Información y la Comunicación (TIC),Postítulo en Tecnología,69
2007,Tecnología de la Información y la Comunicación (TIC),Técnico en Administración de Redes y Soporte,4166
2007,Tecnología de la Información y la Comunicación (TIC),Técnico en Análisis de Sistemas,1841
2007,Tecnología de la Información y la Comunicación (TIC),Técnico en Computación e Informática,7915
2007,Tecnología de la Información y la Comunicación (TIC),"Técnico en Producción, Desarrollo y Diseño Web",4
2008,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,15931
2008,Administración de Empresas y Derecho,Administración Pública,2393
2008,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,168
2008,Administración de Empresas y Derecho,Comunicación Empresarial y Organizacional,97
2008,Administración de Empresas y Derecho,Contador Auditor,18484
2008,Administración de Empresas y Derecho,Criminalística,2213
2008,Administración de Empresas y Derecho,Derecho,33986
2008,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,6
2008,Administración de Empresas y Derecho,Doctorado en Derecho,115
2008,Administración de Empresas y Derecho,Ingeniería Comercial,27769
2008,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,2130
2008,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,1497
2008,Administración de Empresas y Derecho,Ingeniería en Finanzas,543
2008,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,224
2008,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,99
2008,Administración de Empresas y Derecho,Ingeniería en Logística,412
2008,Administración de Empresas y Derecho,Ingeniería en Marketing,577
2008,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,860
2008,Administración de Empresas y Derecho,Magister en Administración y Comercio,6536
2008,Administración de Empresas y Derecho,Magister en Ciencias Sociales,263
2008,Administración de Empresas y Derecho,Magister en Derecho,1056
2008,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,108
2008,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,215
2008,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,17
2008,Administración de Empresas y Derecho,Otros Técnicos de Ciencias Sociales,28
2008,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,1675
2008,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,7
2008,Administración de Empresas y Derecho,Postítulo en Derecho,382
2008,Administración de Empresas y Derecho,Publicidad,6067
2008,Administración de Empresas y Derecho,Relaciones Públicas,2938
2008,Administración de Empresas y Derecho,Secretariado Bilingüe,1785
2008,Administración de Empresas y Derecho,Secretariado Computacional,968
2008,Administración de Empresas y Derecho,Secretariado Ejecutivo,1141
2008,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,566
2008,Administración de Empresas y Derecho,Técnico en Administración de Empresas,14221
2008,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,989
2008,Administración de Empresas y Derecho,Técnico en Administración de Ventas,508
2008,Administración de Empresas y Derecho,Técnico en Administración en Marketing,96
2008,Administración de Empresas y Derecho,Técnico en Administración Financiera y Finanzas,2632
2008,Administración de Empresas y Derecho,Técnico en Administración Pública o Municipal,521
2008,Administración de Empresas y Derecho,Técnico en Comercio Exterior,3283
2008,Administración de Empresas y Derecho,Técnico en Contabilidad Computacional,342
2008,Administración de Empresas y Derecho,Técnico en Contabilidad General,4323
2008,Administración de Empresas y Derecho,Técnico en Contabilidad Tributaria,84
2008,Administración de Empresas y Derecho,Técnico en Gestión Previsional,26
2008,Administración de Empresas y Derecho,Técnico en Gestión y Control de Calidad,229
2008,Administración de Empresas y Derecho,Técnico en Logística,1153
2008,Administración de Empresas y Derecho,Técnico en Producción de Eventos,643
2008,Administración de Empresas y Derecho,Técnico en Publicidad,164
2008,Administración de Empresas y Derecho,Técnico en Relaciones Públicas,868
2008,Administración de Empresas y Derecho,Técnico Jurídico,10345
2008,Administración de Empresas y Derecho,"Técnico Perito Judicial, Forense o en Criminalística",786
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Agronomía,8188
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Doctorado en Agropecuaria,209
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Agrícola,1859
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería de Ejecución Forestal,104
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Acuicultura y Pesca,1734
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Vitivinicultura,42
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Forestal,1611
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Administración y Comercio,8
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Agropecuaria,523
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Medicina Veterinaria,9345
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Otros Técnicos de Administración y Comercio,18
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Postítulo en Agropecuaria,44
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Agropecuario,2497
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Acuicultura y Pesca,878
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Vitivinicultura y/o Enología,275
2008,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Veterinario,975
2008,Artes y Humanidades,Actuación y Teatro,2869
2008,Artes y Humanidades,Animación Digital,289
2008,Artes y Humanidades,Arqueología,151
2008,Artes y Humanidades,Artes y Licenciatura en Artes,3429
2008,Artes y Humanidades,Bachillerato y/o Licenciatura en Humanidades,1211
2008,Artes y Humanidades,Comunicación Audiovisual y/o Multimedia,2946
2008,Artes y Humanidades,Diseño,4981
2008,Artes y Humanidades,Diseño de Ambientes e Interiores,1124
